customer_id,split,actual_subscription,subscription_label,predicted_probability,predicted_probability_x10000,predicted_probability_display,score_rank,score_percentile,selected_policy_flag,recommendation_group,score_band,score_band_tableau,age,job,marital,education,contact,month,campaign,previous,poutcome,recommended_top_5,recommended_top_10,recommended_top_15,recommended_top_20,recommended_top_25,recommended_top_30,predicted_label_0_5
test_001839,test,0,Did Not Subscribe,0.20884684,2088,20.88%,3165,0.1971580817051509,0,Not Recommended,0.20 to 0.39,20% to 39%,36,admin.,married,unknown,cellular,nov,3,0,nonexistent,0,0,0,0,0,0,0
test_000954,test,0,Did Not Subscribe,0.2086931,2087,20.87%,3166,0.1969043390002537,0,Not Recommended,0.20 to 0.39,20% to 39%,44,services,single,high.school,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_000698,test,0,Did Not Subscribe,0.20866458,2087,20.87%,3167,0.1966505962953565,0,Not Recommended,0.20 to 0.39,20% to 39%,34,technician,married,professional.course,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_000719,test,0,Did Not Subscribe,0.20853446,2085,20.85%,3168,0.1963968535904592,0,Not Recommended,0.20 to 0.39,20% to 39%,47,services,married,high.school,telephone,jun,6,0,nonexistent,0,0,0,0,0,0,0
test_000236,test,0,Did Not Subscribe,0.2084333,2084,20.84%,3169,0.196143110885562,0,Not Recommended,0.20 to 0.39,20% to 39%,36,blue-collar,married,unknown,telephone,jun,6,0,nonexistent,0,0,0,0,0,0,0
test_000662,test,0,Did Not Subscribe,0.20841295,2084,20.84%,3170,0.1958893681806648,0,Not Recommended,0.20 to 0.39,20% to 39%,49,self-employed,married,professional.course,cellular,aug,9,0,nonexistent,0,0,0,0,0,0,0
test_001885,test,0,Did Not Subscribe,0.20804326,2080,20.80%,3171,0.1956356254757676,0,Not Recommended,0.20 to 0.39,20% to 39%,33,blue-collar,married,basic.4y,telephone,may,11,0,nonexistent,0,0,0,0,0,0,0
test_002925,test,0,Did Not Subscribe,0.20803207,2080,20.80%,3172,0.1953818827708703,0,Not Recommended,0.20 to 0.39,20% to 39%,43,blue-collar,married,basic.4y,cellular,nov,5,0,nonexistent,0,0,0,0,0,0,0
test_001039,test,0,Did Not Subscribe,0.20800155,2080,20.80%,3173,0.1951281400659731,0,Not Recommended,0.20 to 0.39,20% to 39%,47,admin.,divorced,high.school,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_003561,test,0,Did Not Subscribe,0.2079185,2079,20.79%,3174,0.1948743973610759,0,Not Recommended,0.20 to 0.39,20% to 39%,44,blue-collar,divorced,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000680,test,1,Subscribed,0.20790125,2079,20.79%,3175,0.1946206546561786,0,Not Recommended,0.20 to 0.39,20% to 39%,43,blue-collar,divorced,basic.4y,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_002023,test,0,Did Not Subscribe,0.20787542,2079,20.79%,3176,0.1943669119512814,0,Not Recommended,0.20 to 0.39,20% to 39%,51,technician,married,unknown,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_002380,test,0,Did Not Subscribe,0.20784645,2078,20.78%,3177,0.1941131692463842,0,Not Recommended,0.20 to 0.39,20% to 39%,60,admin.,single,high.school,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_003360,test,0,Did Not Subscribe,0.2078146,2078,20.78%,3178,0.1938594265414869,0,Not Recommended,0.20 to 0.39,20% to 39%,34,technician,married,professional.course,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_002896,test,0,Did Not Subscribe,0.20776092,2078,20.78%,3179,0.1936056838365897,0,Not Recommended,0.20 to 0.39,20% to 39%,29,admin.,single,university.degree,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_003288,test,0,Did Not Subscribe,0.20769587,2077,20.77%,3180,0.1933519411316925,0,Not Recommended,0.20 to 0.39,20% to 39%,49,technician,divorced,unknown,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_001875,test,0,Did Not Subscribe,0.20761424,2076,20.76%,3181,0.1930981984267952,0,Not Recommended,0.20 to 0.39,20% to 39%,39,entrepreneur,divorced,high.school,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001049,test,0,Did Not Subscribe,0.20761053,2076,20.76%,3182,0.192844455721898,0,Not Recommended,0.20 to 0.39,20% to 39%,28,technician,divorced,professional.course,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002488,test,0,Did Not Subscribe,0.20760329,2076,20.76%,3183,0.1925907130170008,0,Not Recommended,0.20 to 0.39,20% to 39%,39,unemployed,married,university.degree,telephone,jun,4,0,nonexistent,0,0,0,0,0,0,0
test_003535,test,0,Did Not Subscribe,0.20754269,2075,20.75%,3184,0.1923369703121035,0,Not Recommended,0.20 to 0.39,20% to 39%,31,blue-collar,married,basic.6y,telephone,jun,12,0,nonexistent,0,0,0,0,0,0,0
test_001842,test,0,Did Not Subscribe,0.20745687,2075,20.75%,3185,0.1920832276072063,0,Not Recommended,0.20 to 0.39,20% to 39%,32,services,married,high.school,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_002664,test,0,Did Not Subscribe,0.20722252,2072,20.72%,3186,0.1918294849023091,0,Not Recommended,0.20 to 0.39,20% to 39%,50,entrepreneur,divorced,university.degree,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_000833,test,0,Did Not Subscribe,0.20720302,2072,20.72%,3187,0.1915757421974118,0,Not Recommended,0.20 to 0.39,20% to 39%,46,technician,married,professional.course,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_000634,test,0,Did Not Subscribe,0.20720112,2072,20.72%,3188,0.1913219994925146,0,Not Recommended,0.20 to 0.39,20% to 39%,42,admin.,divorced,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002238,test,0,Did Not Subscribe,0.20712359,2071,20.71%,3189,0.1910682567876174,0,Not Recommended,0.20 to 0.39,20% to 39%,46,unemployed,married,basic.6y,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_000240,test,1,Subscribed,0.20701028,2070,20.70%,3190,0.1908145140827201,0,Not Recommended,0.20 to 0.39,20% to 39%,37,admin.,single,university.degree,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_003307,test,0,Did Not Subscribe,0.20698613,2070,20.70%,3191,0.1905607713778229,0,Not Recommended,0.20 to 0.39,20% to 39%,31,blue-collar,married,basic.6y,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001900,test,0,Did Not Subscribe,0.20687538,2069,20.69%,3192,0.1903070286729257,0,Not Recommended,0.20 to 0.39,20% to 39%,33,admin.,married,high.school,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001174,test,0,Did Not Subscribe,0.2068429,2068,20.68%,3193,0.1900532859680284,0,Not Recommended,0.20 to 0.39,20% to 39%,24,admin.,single,high.school,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_000830,test,0,Did Not Subscribe,0.20681198,2068,20.68%,3194,0.1897995432631312,0,Not Recommended,0.20 to 0.39,20% to 39%,58,retired,divorced,professional.course,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_002450,test,0,Did Not Subscribe,0.20680578,2068,20.68%,3195,0.189545800558234,0,Not Recommended,0.20 to 0.39,20% to 39%,42,technician,married,professional.course,telephone,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_003130,test,0,Did Not Subscribe,0.20676088,2068,20.68%,3196,0.1892920578533367,0,Not Recommended,0.20 to 0.39,20% to 39%,44,blue-collar,married,basic.4y,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_003830,test,0,Did Not Subscribe,0.20643122,2064,20.64%,3197,0.1890383151484395,0,Not Recommended,0.20 to 0.39,20% to 39%,36,management,married,university.degree,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_002696,test,0,Did Not Subscribe,0.20640263,2064,20.64%,3198,0.1887845724435423,0,Not Recommended,0.20 to 0.39,20% to 39%,48,services,married,high.school,telephone,may,4,0,nonexistent,0,0,0,0,0,0,0
test_000194,test,0,Did Not Subscribe,0.2063119,2063,20.63%,3199,0.188530829738645,0,Not Recommended,0.20 to 0.39,20% to 39%,57,retired,single,professional.course,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_003148,test,0,Did Not Subscribe,0.20609611,2061,20.61%,3200,0.1882770870337478,0,Not Recommended,0.20 to 0.39,20% to 39%,49,blue-collar,married,basic.9y,cellular,nov,5,0,nonexistent,0,0,0,0,0,0,0
test_001843,test,0,Did Not Subscribe,0.20607994,2061,20.61%,3201,0.1880233443288506,0,Not Recommended,0.20 to 0.39,20% to 39%,37,blue-collar,single,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001879,test,0,Did Not Subscribe,0.20594695,2059,20.59%,3202,0.1877696016239533,0,Not Recommended,0.20 to 0.39,20% to 39%,44,technician,married,professional.course,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_003829,test,0,Did Not Subscribe,0.205923,2059,20.59%,3203,0.1875158589190561,0,Not Recommended,0.20 to 0.39,20% to 39%,53,blue-collar,married,professional.course,cellular,may,4,1,failure,0,0,0,0,0,0,0
test_001183,test,0,Did Not Subscribe,0.2058778,2059,20.59%,3204,0.1872621162141589,0,Not Recommended,0.20 to 0.39,20% to 39%,38,blue-collar,married,basic.9y,cellular,may,1,1,failure,0,0,0,0,0,0,0
test_003852,test,0,Did Not Subscribe,0.20569187,2057,20.57%,3205,0.1870083735092615,0,Not Recommended,0.20 to 0.39,20% to 39%,28,technician,divorced,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000430,test,0,Did Not Subscribe,0.20566009,2057,20.57%,3206,0.1867546308043643,0,Not Recommended,0.20 to 0.39,20% to 39%,26,blue-collar,single,basic.9y,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_000570,test,0,Did Not Subscribe,0.2056548,2057,20.57%,3207,0.1865008880994672,0,Not Recommended,0.20 to 0.39,20% to 39%,58,technician,married,basic.4y,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_001746,test,0,Did Not Subscribe,0.20562857,2056,20.56%,3208,0.1862471453945698,0,Not Recommended,0.20 to 0.39,20% to 39%,45,blue-collar,married,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003263,test,0,Did Not Subscribe,0.2056093,2056,20.56%,3209,0.1859934026896726,0,Not Recommended,0.20 to 0.39,20% to 39%,49,admin.,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003793,test,0,Did Not Subscribe,0.20526062,2053,20.53%,3210,0.1857396599847754,0,Not Recommended,0.20 to 0.39,20% to 39%,57,management,divorced,university.degree,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_000608,test,0,Did Not Subscribe,0.20521776,2052,20.52%,3211,0.1854859172798781,0,Not Recommended,0.20 to 0.39,20% to 39%,42,blue-collar,married,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003406,test,0,Did Not Subscribe,0.205203,2052,20.52%,3212,0.1852321745749809,0,Not Recommended,0.20 to 0.39,20% to 39%,39,technician,single,professional.course,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_002724,test,0,Did Not Subscribe,0.20470129,2047,20.47%,3213,0.1849784318700837,0,Not Recommended,0.20 to 0.39,20% to 39%,30,blue-collar,married,basic.9y,telephone,may,5,0,nonexistent,0,0,0,0,0,0,0
test_001926,test,0,Did Not Subscribe,0.2046736,2047,20.47%,3214,0.1847246891651864,0,Not Recommended,0.20 to 0.39,20% to 39%,38,admin.,single,high.school,cellular,may,6,1,failure,0,0,0,0,0,0,0
test_002598,test,0,Did Not Subscribe,0.20460886,2046,20.46%,3215,0.1844709464602892,0,Not Recommended,0.20 to 0.39,20% to 39%,45,blue-collar,single,basic.9y,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_001508,test,0,Did Not Subscribe,0.2044711,2045,20.45%,3216,0.184217203755392,0,Not Recommended,0.20 to 0.39,20% to 39%,30,management,married,university.degree,telephone,may,4,0,nonexistent,0,0,0,0,0,0,0
test_000723,test,0,Did Not Subscribe,0.2044707,2045,20.45%,3217,0.1839634610504947,0,Not Recommended,0.20 to 0.39,20% to 39%,39,admin.,single,unknown,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002400,test,0,Did Not Subscribe,0.20444433,2044,20.44%,3218,0.1837097183455975,0,Not Recommended,0.20 to 0.39,20% to 39%,34,management,married,university.degree,cellular,nov,6,0,nonexistent,0,0,0,0,0,0,0
test_003814,test,0,Did Not Subscribe,0.20439352,2044,20.44%,3219,0.1834559756407003,0,Not Recommended,0.20 to 0.39,20% to 39%,54,services,married,high.school,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_000470,test,0,Did Not Subscribe,0.20438665,2044,20.44%,3220,0.183202232935803,0,Not Recommended,0.20 to 0.39,20% to 39%,38,services,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000738,test,0,Did Not Subscribe,0.20429425,2043,20.43%,3221,0.1829484902309058,0,Not Recommended,0.20 to 0.39,20% to 39%,36,technician,married,university.degree,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_003333,test,0,Did Not Subscribe,0.20428924,2043,20.43%,3222,0.1826947475260086,0,Not Recommended,0.20 to 0.39,20% to 39%,41,blue-collar,married,professional.course,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_001428,test,0,Did Not Subscribe,0.20428836,2043,20.43%,3223,0.1824410048211113,0,Not Recommended,0.20 to 0.39,20% to 39%,50,technician,married,professional.course,telephone,jun,5,0,nonexistent,0,0,0,0,0,0,0
test_003678,test,0,Did Not Subscribe,0.20416859,2042,20.42%,3224,0.1821872621162141,0,Not Recommended,0.20 to 0.39,20% to 39%,51,management,married,high.school,cellular,nov,3,0,nonexistent,0,0,0,0,0,0,0
test_003794,test,0,Did Not Subscribe,0.20406458,2041,20.41%,3225,0.1819335194113169,0,Not Recommended,0.20 to 0.39,20% to 39%,50,services,married,basic.6y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000808,test,0,Did Not Subscribe,0.20403162,2040,20.40%,3226,0.1816797767064196,0,Not Recommended,0.20 to 0.39,20% to 39%,46,blue-collar,married,basic.9y,telephone,may,6,0,nonexistent,0,0,0,0,0,0,0
test_001253,test,0,Did Not Subscribe,0.20401165,2040,20.40%,3227,0.1814260340015224,0,Not Recommended,0.20 to 0.39,20% to 39%,34,admin.,married,university.degree,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_001877,test,0,Did Not Subscribe,0.20396446,2040,20.40%,3228,0.1811722912966252,0,Not Recommended,0.20 to 0.39,20% to 39%,27,admin.,single,university.degree,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001686,test,0,Did Not Subscribe,0.20377459,2038,20.38%,3229,0.1809185485917279,0,Not Recommended,0.20 to 0.39,20% to 39%,30,admin.,single,high.school,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_001328,test,0,Did Not Subscribe,0.20374411,2037,20.37%,3230,0.1806648058868307,0,Not Recommended,0.20 to 0.39,20% to 39%,35,unemployed,single,basic.6y,cellular,nov,1,1,failure,0,0,0,0,0,0,0
test_000584,test,0,Did Not Subscribe,0.20363785,2036,20.36%,3231,0.1804110631819335,0,Not Recommended,0.20 to 0.39,20% to 39%,41,blue-collar,single,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003572,test,0,Did Not Subscribe,0.20362905,2036,20.36%,3232,0.1801573204770362,0,Not Recommended,0.20 to 0.39,20% to 39%,42,technician,married,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000213,test,0,Did Not Subscribe,0.20362443,2036,20.36%,3233,0.179903577772139,0,Not Recommended,0.20 to 0.39,20% to 39%,31,blue-collar,single,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003033,test,0,Did Not Subscribe,0.20357537,2036,20.36%,3234,0.1796498350672418,0,Not Recommended,0.20 to 0.39,20% to 39%,37,blue-collar,married,basic.9y,telephone,jul,7,0,nonexistent,0,0,0,0,0,0,0
test_001792,test,0,Did Not Subscribe,0.20350984,2035,20.35%,3235,0.1793960923623445,0,Not Recommended,0.20 to 0.39,20% to 39%,25,technician,single,university.degree,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003803,test,1,Subscribed,0.20340686,2034,20.34%,3236,0.1791423496574473,0,Not Recommended,0.20 to 0.39,20% to 39%,34,admin.,divorced,university.degree,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_003702,test,0,Did Not Subscribe,0.20317958,2032,20.32%,3237,0.1788886069525501,0,Not Recommended,0.20 to 0.39,20% to 39%,47,unknown,married,unknown,cellular,aug,3,0,nonexistent,0,0,0,0,0,0,0
test_000337,test,0,Did Not Subscribe,0.20313367,2031,20.31%,3238,0.1786348642476528,0,Not Recommended,0.20 to 0.39,20% to 39%,50,technician,married,basic.9y,telephone,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_000152,test,0,Did Not Subscribe,0.20299725,2030,20.30%,3239,0.1783811215427556,0,Not Recommended,0.20 to 0.39,20% to 39%,41,admin.,married,high.school,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_000748,test,0,Did Not Subscribe,0.2028036,2028,20.28%,3240,0.1781273788378584,0,Not Recommended,0.20 to 0.39,20% to 39%,56,retired,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000504,test,0,Did Not Subscribe,0.2026992,2027,20.27%,3241,0.1778736361329611,0,Not Recommended,0.20 to 0.39,20% to 39%,53,technician,married,professional.course,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000731,test,0,Did Not Subscribe,0.20263362,2026,20.26%,3242,0.1776198934280639,0,Not Recommended,0.20 to 0.39,20% to 39%,49,management,married,university.degree,cellular,nov,1,1,failure,0,0,0,0,0,0,0
test_002839,test,0,Did Not Subscribe,0.2025912,2026,20.26%,3243,0.1773661507231667,0,Not Recommended,0.20 to 0.39,20% to 39%,36,services,married,basic.9y,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_001816,test,0,Did Not Subscribe,0.20256682,2026,20.26%,3244,0.1771124080182694,0,Not Recommended,0.20 to 0.39,20% to 39%,33,blue-collar,married,high.school,cellular,may,5,1,failure,0,0,0,0,0,0,0
test_002885,test,0,Did Not Subscribe,0.20254318,2025,20.25%,3245,0.1768586653133722,0,Not Recommended,0.20 to 0.39,20% to 39%,39,admin.,married,high.school,telephone,jun,5,0,nonexistent,0,0,0,0,0,0,0
test_003542,test,0,Did Not Subscribe,0.20240662,2024,20.24%,3246,0.176604922608475,0,Not Recommended,0.20 to 0.39,20% to 39%,48,management,divorced,university.degree,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001937,test,0,Did Not Subscribe,0.2022441,2022,20.22%,3247,0.1763511799035777,0,Not Recommended,0.20 to 0.39,20% to 39%,32,admin.,single,university.degree,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001331,test,0,Did Not Subscribe,0.20218217,2022,20.22%,3248,0.1760974371986805,0,Not Recommended,0.20 to 0.39,20% to 39%,40,blue-collar,married,basic.6y,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_002175,test,0,Did Not Subscribe,0.20211822,2021,20.21%,3249,0.1758436944937833,0,Not Recommended,0.20 to 0.39,20% to 39%,30,admin.,single,high.school,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_003762,test,0,Did Not Subscribe,0.20205283,2021,20.21%,3250,0.175589951788886,0,Not Recommended,0.20 to 0.39,20% to 39%,33,technician,married,professional.course,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003921,test,0,Did Not Subscribe,0.20192778,2019,20.19%,3251,0.1753362090839888,0,Not Recommended,0.20 to 0.39,20% to 39%,55,blue-collar,married,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000346,test,0,Did Not Subscribe,0.20191191,2019,20.19%,3252,0.1750824663790916,0,Not Recommended,0.20 to 0.39,20% to 39%,43,technician,married,professional.course,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003004,test,0,Did Not Subscribe,0.20181033,2018,20.18%,3253,0.1748287236741943,0,Not Recommended,0.20 to 0.39,20% to 39%,50,services,divorced,basic.4y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001995,test,0,Did Not Subscribe,0.20175938,2018,20.18%,3254,0.1745749809692971,0,Not Recommended,0.20 to 0.39,20% to 39%,50,management,married,university.degree,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_000485,test,0,Did Not Subscribe,0.2017036,2017,20.17%,3255,0.1743212382643999,0,Not Recommended,0.20 to 0.39,20% to 39%,53,admin.,single,university.degree,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_000671,test,0,Did Not Subscribe,0.20156401,2016,20.16%,3256,0.1740674955595026,0,Not Recommended,0.20 to 0.39,20% to 39%,41,admin.,divorced,high.school,telephone,may,6,0,nonexistent,0,0,0,0,0,0,0
test_002084,test,0,Did Not Subscribe,0.20150703,2015,20.15%,3257,0.1738137528546054,0,Not Recommended,0.20 to 0.39,20% to 39%,29,admin.,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000750,test,0,Did Not Subscribe,0.20140688,2014,20.14%,3258,0.1735600101497082,0,Not Recommended,0.20 to 0.39,20% to 39%,30,admin.,divorced,university.degree,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_003049,test,0,Did Not Subscribe,0.20138054,2014,20.14%,3259,0.1733062674448109,0,Not Recommended,0.20 to 0.39,20% to 39%,53,blue-collar,married,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002354,test,0,Did Not Subscribe,0.2013684,2014,20.14%,3260,0.1730525247399137,0,Not Recommended,0.20 to 0.39,20% to 39%,43,admin.,married,university.degree,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000313,test,0,Did Not Subscribe,0.20133534,2013,20.13%,3261,0.1727987820350165,0,Not Recommended,0.20 to 0.39,20% to 39%,58,blue-collar,married,basic.4y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003528,test,0,Did Not Subscribe,0.20129608,2013,20.13%,3262,0.1725450393301192,0,Not Recommended,0.20 to 0.39,20% to 39%,30,admin.,married,university.degree,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001325,test,0,Did Not Subscribe,0.2011342,2011,20.11%,3263,0.172291296625222,0,Not Recommended,0.20 to 0.39,20% to 39%,42,services,married,professional.course,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001514,test,1,Subscribed,0.20108087,2011,20.11%,3264,0.1720375539203248,0,Not Recommended,0.20 to 0.39,20% to 39%,31,unemployed,divorced,basic.4y,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_003417,test,0,Did Not Subscribe,0.20106679,2011,20.11%,3265,0.1717838112154275,0,Not Recommended,0.20 to 0.39,20% to 39%,38,housemaid,married,high.school,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_001829,test,0,Did Not Subscribe,0.2009459,2009,20.09%,3266,0.1715300685105303,0,Not Recommended,0.20 to 0.39,20% to 39%,29,services,married,high.school,telephone,may,6,0,nonexistent,0,0,0,0,0,0,0
